3600,13.5802197802198
7200,13.0945054945055
10800,12.6835164835165
14400,12.332967032967
18000,12.343956043956
21600,14.1283520879121
25200,19.9980795604396
28800,28.3927351648352
32400,36.4009307692308
36000,43.2515901098901
39600,47.6210043956044
43200,49.4929274725275
46800,50.1458747252747
50400,47.9381604395604
54000,43.8517406593407
57600,39.6089813186813
61200,33.5075032967033
64800,26.3791989010989
68400,20.287667032967
72000,17.9703296703297
75600,16.7692307692308
79200,15.7472527472527
82800,14.9362637362637
86400,14.2736263736264
