3600,13.3120879120879
7200,12.9197802197802
10800,12.6153846153846
14400,12.3362637362637
18000,12.0604395604396
21600,11.8714285714286
25200,12.8411785714286
28800,19.785381978022
32400,29.7094318681319
36000,36.8499747252747
39600,42.4514142857143
43200,44.7976912087912
46800,44.6032274725275
50400,42.8448769230769
54000,38.5638714285714
57600,32.9809384615385
61200,22.6097354945055
64800,17.6285384615385
68400,16.4065934065934
72000,15.8087912087912
75600,15.3747252747253
79200,14.8362637362637
82800,14.2142857142857
86400,13.6263736263736
