Time stamp,System power generated | (kW),Weather file ambient temperature | (C),AC inverter output power | (W),AC inverter output power before system availability | (W),Angle of incidence | (degrees),Albedo,Calculated self-shading factor for beam radiation,Calculated self-shading factor for ground-reflected diffuse radiation,Calculated self-shading factor for sky diffuse radiation,DC inverter input power | (W),DC power loss due to snow | (%),External shading factor for beam radiation,Inverter efficiency | (%),Module temperature | (C),Soiling factor,Plane of array irradiance | (W/m2),System power before grid curtailment | (kW),Sun up over horizon | (0/1),System power before grid interconnect | (kW),Transmitted plane of array irradiance | (W/m2),Weather file beam irradiance | (W/m2),Weather file diffuse irradiance | (W/m2),Weather file global horizontal irradiance | (W/m2),Weather file snow depth | (cm),Weather file wind speed | (m/s)
"Mar 2, 05:00 am",0,4.7,0,0,0,0.19,1,1,1,0,0,1,0,4.7,0,0,0,0,0,0,0,0,0,nan,2
"Mar 2, 06:00 am",0,6.2,0,0,0,0.19,1,1,1,0,0,1,0,6.2,0,0,0,0,0,0,60,7,6,nan,1.9
"Mar 2, 07:00 am",0.165601,9.6,165.601,165.601,74.0765,0.19,1,1,1,175.477,0,1,94.3716,15.9002,0,225.349,0.165601,1,0,199.144,621,45,161,nan,1.9
"Mar 2, 08:00 am",0.402435,13.1,402.435,402.435,60.3158,0.19,1,1,1,421.012,0,1,95.5876,27.5602,0,488.514,0.402435,1,0,483.599,824,64,369,nan,1.8
"Mar 2, 09:00 am",0.56718,15.9,567.18,567.18,47.1215,0.19,1,1,1,591.809,0,1,95.8384,35.65,0,710.339,0.56718,1,0,706.824,900,80,552,nan,2.1
"Mar 2, 10:00 am",0.675265,17.5,675.266,675.266,35.2097,0.19,1,1,1,703.865,0,1,95.9368,39.3443,0,865.572,0.675265,1,0,860.999,900,103,678,nan,2.6
"Mar 2, 11:00 am",0.74599,18.7,745.99,745.99,26.4095,0.19,1,1,1,777.188,0,1,95.9858,41.4879,0,969.135,0.74599,1,0,964.644,947,99,766,nan,3
"Mar 2, 12:00 pm",0.755039,19.5,755.039,755.039,24.3785,0.19,1,1,1,786.569,0,1,95.9915,41.473,0,981.916,0.755039,1,0,977.258,939,104,777,nan,3.3
"Mar 2, 01:00 pm",0.708067,20,708.067,708.067,30.5021,0.19,1,1,1,737.872,0,1,95.9608,40.1185,0,912.836,0.708067,1,0,908.29,913,104,721,nan,3.4
"Mar 2, 02:00 pm",0.611961,20.1,611.961,611.961,41.2949,0.19,1,1,1,638.235,0,1,95.8834,37.7993,0,776.48,0.611961,1,0,772.305,874,95,606,nan,3.2
"Mar 2, 03:00 pm",0.462591,19.9,462.591,462.591,54.0178,0.19,1,1,1,483.378,0,1,95.6997,33.1996,0,572.554,0.462591,1,0,569.135,801,82,441,nan,3.1
"Mar 2, 04:00 pm",0.260021,16.2,260.021,260.021,67.5688,0.19,1,1,1,273.366,0,1,95.1182,26.0932,0,330.684,0.260021,1,0,314.565,666,62,246,nan,1.7
"Mar 2, 05:00 pm",0.0402162,13.1,40.2162,40.2162,81.4457,0.19,1,1,1,45.4866,0,1,88.4132,15.3446,0,82.811,0.0402162,1,0,64.8877,313,30,56,nan,1.5
"Mar 2, 06:00 pm",0,11.7,0,0,0,0.19,1,1,1,0,0,1,0,11.7,0,0,0,0,0,0,0,0,0,nan,1.4
"Mar 2, 07:00 pm",0,10.9,0,0,0,0.19,1,1,1,0,0,1,0,10.9,0,0,0,0,0,0,0,0,0,nan,1.4
"Mar 2, 08:00 pm",0,10.3,0,0,0,0.19,1,1,1,0,0,1,0,10.3,0,0,0,0,0,0,0,0,0,nan,1.4
"Mar 2, 09:00 pm",0,9.9,0,0,0,0.19,1,1,1,0,0,1,0,9.9,0,0,0,0,0,0,0,0,0,nan,1.3
"Mar 2, 10:00 pm",0,9.6,0,0,0,0.19,1,1,1,0,0,1,0,9.6,0,0,0,0,0,0,0,0,0,nan,1.2
"Mar 2, 11:00 pm",0,9.2,0,0,0,0.19,1,1,1,0,0,1,0,9.2,0,0,0,0,0,0,0,0,0,nan,1.1
"Mar 3, 12:00 am",0,8.6,0,0,0,0.19,1,1,1,0,0,1,0,8.6,0,0,0,0,0,0,0,0,0,nan,1
"Mar 3, 01:00 am",0,8,0,0,0,0.19,1,1,1,0,0,1,0,8,0,0,0,0,0,0,0,0,0,nan,0.9
"Mar 3, 02:00 am",0,7.6,0,0,0,0.19,1,1,1,0,0,1,0,7.6,0,0,0,0,0,0,0,0,0,nan,0.9
"Mar 3, 03:00 am",0,7.7,0,0,0,0.19,1,1,1,0,0,1,0,7.7,0,0,0,0,0,0,0,0,0,nan,0.9
"Mar 3, 04:00 am",0,8.4,0,0,0,0.19,1,1,1,0,0,1,0,8.4,0,0,0,0,0,0,0,0,0,nan,0.8
"Mar 3, 05:00 am",0,9.1,0,0,0,0.19,1,1,1,0,0,1,0,9.1,0,0,0,0,0,0,0,0,0,nan,0.6
"Mar 3, 06:00 am",0,10.5,0,0,87.5327,0.19,1,1,1,2.76477,0,1,0,10.6994,0,5.81908,0,1,0,5.66875,49,6,6,nan,0.5
"Mar 3, 07:00 am",0.156827,13.5,156.827,156.827,73.8976,0.19,1,1,1,166.381,0,1,94.2576,22.0682,0,217.28,0.156827,1,0,193.371,567,49,157,nan,0.5
"Mar 3, 08:00 am",0.378726,16.6,378.726,378.726,60.1107,0.19,1,1,1,396.431,0,1,95.5337,34.3263,0,472.528,0.378726,1,0,467.935,774,70,360,nan,0.8
"Mar 3, 09:00 am",0.538342,19.1,538.342,538.342,46.8781,0.19,1,1,1,561.912,0,1,95.8055,43.9092,0,697.743,0.538342,1,0,694.007,864,85,542,nan,1
"Mar 3, 10:00 am",0.642481,20.8,642.481,642.481,34.908,0.19,1,1,1,669.876,0,1,95.9104,49.8343,0,859.819,0.642481,1,0,855.504,902,99,679,nan,1.2
"Mar 3, 11:00 am",0.704521,22.2,704.521,704.521,26.0378,0.19,1,1,1,734.195,0,1,95.9583,50.8374,0,951.565,0.704521,1,0,946.897,916,106,755,nan,1.7
"Mar 3, 12:00 pm",0.721169,23.1,721.169,721.169,24.0084,0.19,1,1,1,751.455,0,1,95.9697,49.4272,0,969.251,0.721169,1,0,964.526,919,107,770,nan,2.2
"Mar 3, 01:00 pm",0.681992,23.5,681.992,681.992,30.2324,0.19,1,1,1,710.838,0,1,95.9419,47.6844,0,907.045,0.681992,1,0,902.508,904,104,719,nan,2.3
"Mar 3, 02:00 pm",0.590375,23.3,590.375,590.375,41.1137,0.19,1,1,1,615.856,0,1,95.8625,43.8067,0,767.89,0.590375,1,0,763.64,856,98,602,nan,2.3
"Mar 3, 03:00 pm",0.447153,23,447.153,447.153,53.8918,0.19,1,1,1,467.372,0,1,95.6738,38.1239,0,564.963,0.447153,1,0,561.385,775,88,438,nan,2.3
"Mar 3, 04:00 pm",0.247673,19,247.673,247.673,67.4771,0.19,1,1,1,260.564,0,1,95.0525,29.7179,0,319.512,0.247673,1,0,304.386,618,68,241,nan,1.2
"Mar 3, 05:00 pm",0.0387798,16.2,38.7798,38.7798,81.3801,0.19,1,1,1,43.9975,0,1,88.141,18.5506,0,76.9718,0.0387798,1,0,61.721,263,31,54,nan,1.1
"Mar 3, 06:00 pm",0,15.3,0,0,0,0.19,1,1,1,0,0,1,0,15.3,0,0,0,0,0,0,0,0,0,nan,1.1
"Mar 3, 07:00 pm",0,15.1,0,0,0,0.19,1,1,1,0,0,1,0,15.1,0,0,0,0,0,0,0,0,0,nan,1
"Mar 3, 08:00 pm",0,14.9,0,0,0,0.19,1,1,1,0,0,1,0,14.9,0,0,0,0,0,0,0,0,0,nan,0.8
"Mar 3, 09:00 pm",0,14.5,0,0,0,0.19,1,1,1,0,0,1,0,14.5,0,0,0,0,0,0,0,0,0,nan,0.6
"Mar 3, 10:00 pm",0,14,0,0,0,0.19,1,1,1,0,0,1,0,14,0,0,0,0,0,0,0,0,0,nan,0.5
"Mar 3, 11:00 pm",0,13.6,0,0,0,0.19,1,1,1,0,0,1,0,13.6,0,0,0,0,0,0,0,0,0,nan,0.5
"Mar 4, 12:00 am",0,13,0,0,0,0.19,1,1,1,0,0,1,0,13,0,0,0,0,0,0,0,0,0,nan,0.7
"Mar 4, 01:00 am",0,12.2,0,0,0,0.19,1,1,1,0,0,1,0,12.2,0,0,0,0,0,0,0,0,0,nan,0.9
"Mar 4, 02:00 am",0,11.4,0,0,0,0.19,1,1,1,0,0,1,0,11.4,0,0,0,0,0,0,0,0,0,nan,1.1
"Mar 4, 03:00 am",0,10.6,0,0,0,0.19,1,1,1,0,0,1,0,10.6,0,0,0,0,0,0,0,0,0,nan,1.2
"Mar 4, 04:00 am",0,10,0,0,0,0.19,1,1,1,0,0,1,0,10,0,0,0,0,0,0,0,0,0,nan,1.2
"Mar 4, 05:00 am",0,9.7,0,0,0,0.19,1,1,1,0,0,1,0,9.7,0,0,0,0,0,0,0,0,0,nan,1.2
"Mar 4, 06:00 am",0,11.2,0,0,87.4089,0.19,1,1,1,2.9253,0,1,0,11.3911,0,7.0849,0,1,0,6.00244,28,6,6,nan,1.1
"Mar 4, 07:00 am",0.152651,14.5,152.651,152.651,73.716,0.19,1,1,1,162.052,0,1,94.1989,21.0515,0,208.978,0.152651,1,0,187.53,506,56,155,nan,1.4
"Mar 4, 08:00 am",0.374124,17.5,374.124,374.124,59.9038,0.19,1,1,1,391.661,0,1,95.5225,31.4657,0,461.876,0.374124,1,0,457.365,720,82,356,nan,1.7
"Mar 4, 09:00 am",0.539876,19.8,539.876,539.876,46.6334,0.19,1,1,1,563.502,0,1,95.8073,40.6634,0,691.147,0.539876,1,0,687.103,833,96,541,nan,1.7
"Mar 4, 10:00 am",0.645693,21.5,645.693,645.693,34.6052,0.19,1,1,1,673.206,0,1,95.9131,47.9009,0,857.433,0.645693,1,0,853.122,896,99,680,nan,1.6
"Mar 4, 11:00 am",0.670303,22.9,670.303,670.303,25.6641,0.19,1,1,1,698.72,0,1,95.933,53.0189,0,914.953,0.670303,1,0,909.228,825,139,728,nan,1.3
"Mar 4, 12:00 pm",0.666466,24,666.466,666.466,23.6376,0.19,1,1,1,694.742,0,1,95.93,56.7749,0,925.432,0.666466,1,0,919.569,818,143,737,nan,1
"Mar 4, 01:00 pm",0.637801,24.6,637.801,637.801,29.965,0.19,1,1,1,665.024,0,1,95.9064,61.1151,0,899.375,0.637801,1,0,894.409,873,114,712,nan,0.5
"Mar 4, 02:00 pm",0.558302,24.6,558.302,558.302,40.9354,0.19,1,1,1,582.605,0,1,95.8286,56.7523,0,767.654,0.558302,1,0,763.118,839,108,605,nan,0.4
"Mar 4, 03:00 pm",0.429811,24.4,429.811,429.811,53.7684,0.19,1,1,1,449.394,0,1,95.6425,47.4237,0,564.785,0.429811,1,0,560.999,759,94,440,nan,0.5
"Mar 4, 04:00 pm",0.243861,21.7,243.861,243.861,67.3876,0.19,1,1,1,256.612,0,1,95.0308,34.647,0,320.625,0.243861,1,0,305.742,608,72,244,nan,0.5
"Mar 4, 05:00 pm",0.0403596,19.6,40.3596,40.3596,81.3158,0.19,1,1,1,45.6353,0,1,88.4394,22.3722,0,78.4621,0.0403596,1,0,63.3811,259,33,56,nan,0.6
"Mar 4, 06:00 pm",0,18.3,0,0,0,0.19,1,1,1,0,0,1,0,18.3,0,0,0,0,0,0,0,0,0,nan,0.7
"Mar 4, 07:00 pm",0,17.3,0,0,0,0.19,1,1,1,0,0,1,0,17.3,0,0,0,0,0,0,0,0,0,nan,0.6
"Mar 4, 08:00 pm",0,16.5,0,0,0,0.19,1,1,1,0,0,1,0,16.5,0,0,0,0,0,0,0,0,0,nan,0.5
"Mar 4, 09:00 pm",0,15.4,0,0,0,0.19,1,1,1,0,0,1,0,15.4,0,0,0,0,0,0,0,0,0,nan,0.7
"Mar 4, 10:00 pm",0,14.2,0,0,0,0.19,1,1,1,0,0,1,0,14.2,0,0,0,0,0,0,0,0,0,nan,0.8
"Mar 4, 11:00 pm",0,13.1,0,0,0,0.19,1,1,1,0,0,1,0,13.1,0,0,0,0,0,0,0,0,0,nan,0.9
"Mar 5, 12:00 am",0,12.2,0,0,0,0.19,1,1,1,0,0,1,0,12.2,0,0,0,0,0,0,0,0,0,nan,0.8
"Mar 5, 01:00 am",0,11.5,0,0,0,0.19,1,1,1,0,0,1,0,11.5,0,0,0,0,0,0,0,0,0,nan,0.7
"Mar 5, 02:00 am",0,11,0,0,0,0.19,1,1,1,0,0,1,0,11,0,0,0,0,0,0,0,0,0,nan,0.7
"Mar 5, 03:00 am",0,10.7,0,0,0,0.19,1,1,1,0,0,1,0,10.7,0,0,0,0,0,0,0,0,0,nan,0.7
"Mar 5, 04:00 am",0,10.4,0,0,0,0.19,1,1,1,0,0,1,0,10.4,0,0,0,0,0,0,0,0,0,nan,0.7
"Mar 5, 05:00 am",0,10.5,0,0,0,0.19,1,1,1,0,0,1,0,10.5,0,0,0,0,0,0,0,0,0,nan,0.6
"Mar 5, 06:00 am",0,12.1,0,0,87.2795,0.19,1,1,1,2.28402,0,1,0,12.26,0,4.99162,0,1,0,4.76309,3,5,5,nan,0.7
"Mar 5, 07:00 am",0.135619,15,135.619,135.619,73.5324,0.19,1,1,1,144.394,0,1,93.9228,21.7468,0,184.623,0.135619,1,0,167.986,380,67,143,nan,0.8
"Mar 5, 08:00 am",0.340961,18,340.961,340.961,59.6957,0.19,1,1,1,357.279,0,1,95.4326,34.003,0,426.779,0.340961,1,0,422.132,596,106,336,nan,0.8
"Mar 5, 09:00 am",0.480528,20.2,480.528,480.528,46.3878,0.19,1,1,1,501.973,0,1,95.7277,41.6947,0,620.546,0.480528,1,0,615.144,646,146,495,nan,1.1
"Mar 5, 10:00 am",0.590338,22.1,590.338,590.338,34.3015,0.19,1,1,1,615.817,0,1,95.8625,48.0175,0,786.824,0.590338,1,0,780.572,712,163,628,nan,1.3
"Mar 5, 11:00 am",0.582639,23.6,582.639,582.639,25.2889,0.19,1,1,1,607.836,0,1,95.8547,48.1731,0,782.735,0.582639,1,0,774.267,552,243,640,nan,1.5
"Mar 5, 12:00 pm",0.666841,24.9,666.841,666.841,23.2664,0.19,1,1,1,695.131,0,1,95.9303,53.6256,0,914.231,0.666841,1,0,907.849,781,158,729,nan,1.5
"Mar 5, 01:00 pm",0.643573,25.4,643.573,643.573,29.7002,0.19,1,1,1,671.009,0,1,95.9114,53.6893,0,879.205,0.643573,1,0,873.869,830,128,700,nan,1.4
"Mar 5, 02:00 pm",0.48421,25.4,484.21,484.21,40.7604,0.19,1,1,1,505.79,0,1,95.7332,47.6831,0,644.242,0.48421,1,0,637.84,571,182,523,nan,1.1
"Mar 5, 03:00 pm",0.385406,25.2,385.406,385.406,53.6479,0.19,1,1,1,403.357,0,1,95.5495,42.9745,0,499.711,0.385406,1,0,495.236,597,122,396,nan,1
"Mar 5, 04:00 pm",0.224617,22.1,224.617,224.617,67.3001,0.19,1,1,1,236.661,0,1,94.9107,33.6681,0,294.646,0.224617,1,0,281.47,523,78,228,nan,0.6
"Mar 5, 05:00 pm",0.0291177,19.5,29.1177,29.1177,81.2517,0.19,1,1,1,33.9804,0,1,85.6896,21.2433,0,52.5318,0.0291177,1,0,46.6508,89,35,43,nan,1
"Mar 5, 06:00 pm",0,17.3,0,0,0,0.19,1,1,1,0,0,1,0,17.3,0,0,0,0,0,0,0,0,0,nan,1.4
"Mar 5, 07:00 pm",0,15.7,0,0,0,0.19,1,1,1,0,0,1,0,15.7,0,0,0,0,0,0,0,0,0,nan,1.5
"Mar 5, 08:00 pm",0,14.5,0,0,0,0.19,1,1,1,0,0,1,0,14.5,0,0,0,0,0,0,0,0,0,nan,1.4
"Mar 5, 09:00 pm",0,13.1,0,0,0,0.19,1,1,1,0,0,1,0,13.1,0,0,0,0,0,0,0,0,0,nan,1.2
"Mar 5, 10:00 pm",0,11.9,0,0,0,0.19,1,1,1,0,0,1,0,11.9,0,0,0,0,0,0,0,0,0,nan,1
"Mar 5, 11:00 pm",0,11.3,0,0,0,0.19,1,1,1,0,0,1,0,11.3,0,0,0,0,0,0,0,0,0,nan,0.7
"Mar 6, 12:00 am",0,10.9,0,0,0,0.19,1,1,1,0,0,1,0,10.9,0,0,0,0,0,0,0,0,0,nan,0.7
"Mar 6, 01:00 am",0,10.6,0,0,0,0.19,1,1,1,0,0,1,0,10.6,0,0,0,0,0,0,0,0,0,nan,0.8
"Mar 6, 02:00 am",0,10.3,0,0,0,0.19,1,1,1,0,0,1,0,10.3,0,0,0,0,0,0,0,0,0,nan,0.9
"Mar 6, 03:00 am",0,10.2,0,0,0,0.19,1,1,1,0,0,1,0,10.2,0,0,0,0,0,0,0,0,0,nan,1.1
"Mar 6, 04:00 am",0,10.2,0,0,0,0.19,1,1,1,0,0,1,0,10.2,0,0,0,0,0,0,0,0,0,nan,1.3
"Mar 6, 05:00 am",0,10.1,0,0,0,0.19,1,1,1,0,0,1,0,10.1,0,0,0,0,0,0,0,0,0,nan,1.3
"Mar 6, 06:00 am",0,11.2,0,0,87.1452,0.19,1,1,1,2.75529,0,1,0,11.3581,0,5.81908,0,1,0,5.66875,0,6,6,nan,1.4
"Mar 6, 07:00 am",0.113547,13.6,113.547,113.547,73.347,0.19,1,1,1,121.511,0,1,93.4456,18.4037,0,151.811,0.113547,1,0,140.211,249,74,125,nan,1.4
"Mar 6, 08:00 am",0.357836,16.2,357.836,357.836,59.4863,0.19,1,1,1,374.774,0,1,95.4804,31.5757,0,442.878,0.357836,1,0,438.366,618,109,350,nan,1.1
"Mar 6, 09:00 am",0.523673,18.7,523.673,523.673,46.1416,0.19,1,1,1,546.704,0,1,95.7874,41.4977,0,674.238,0.523673,1,0,669.398,756,123,535,nan,1.2
